0.142996,6.703891,-2.491891
0.354548,6.815862,-2.147638
0.576654,6.790207,-2.189089
0.652174,6.629448,-2.630890
0.164551,6.942095,-1.701767
0.054012,6.893242,-1.919856
0.133665,6.905015,-1.856830
0.280031,6.869320,-1.971317
0.385563,6.858067,-1.995682
0.505838,6.891305,-1.838394
0.696419,6.833269,-2.024717
1.285991,6.881434,-1.485234
1.036227,6.869279,-1.680959
0.807323,6.821100,-2.007698
1.329067,6.747970,-1.990824
1.000640,6.778069,-2.064847
0.728352,6.772517,-2.201023
0.877547,6.765668,-2.158463
0.963126,6.613715,-2.546463
0.930188,6.564499,-2.697192
1.309145,6.611528,-2.409593
0.196340,3.489084,6.282334
0.040893,3.568589,6.238988
0.116317,3.794870,6.100262
0.191113,2.792314,6.629787
0.194581,3.241608,6.415813
0.221030,2.904694,6.575586
0.447572,2.706429,6.656252
0.377900,3.254769,6.402590
0.516020,3.286111,6.378156
0.587584,3.338752,6.346161
0.727068,3.830667,6.039944
0.321184,6.249012,-3.483158
0.438889,6.212621,-3.534553
0.238729,5.987965,-3.928345
0.463522,5.988435,-3.908994
0.092893,6.437031,-3.129830
0.066163,6.571963,-2.845527
0.486193,6.297341,-3.385912
0.306091,6.351532,-3.289447
0.801807,6.412618,-3.072231
0.804152,6.473111,-2.944024
0.777612,6.266275,-3.388175
1.150278,6.223917,-3.360977
0.631538,5.993886,-3.879210
0.760988,6.178145,-3.540834
1.121552,6.098377,-3.584572
0.970626,5.986990,-3.807047
0.041498,4.864992,5.276039
0.139552,5.009332,5.139986
0.478822,4.990544,5.141908
0.009629,4.435930,5.651149
0.085455,4.414128,5.664640
0.360068,4.367662,5.689248
0.299348,4.382506,5.680396
0.466098,4.304241,5.729624
0.451407,4.408112,5.654442
0.531835,4.476229,5.595264
0.578710,4.332414,5.696450
0.499975,4.551583,5.536738
0.526784,4.808215,5.301321
0.735594,4.986507,5.112290
0.816995,4.783452,5.284813
0.186070,5.219735,-4.913245
0.085014,5.203246,-4.937075
0.235494,5.253860,-4.872650
0.043717,5.758641,-4.267111
0.043342,5.886491,-4.093654
0.070056,5.541091,-4.560553
0.303110,5.719030,-4.303555
0.988804,5.748315,-4.162039
0.609059,5.584809,-4.457448
1.013778,5.490796,-4.503133
1.011260,5.480332,-4.517697
0.574816,5.223539,-4.881247
0.933559,5.323848,-4.712412
0.025933,5.836765,4.162288
0.126368,5.679870,4.368483
0.306510,5.756669,4.252254
0.549216,5.919238,4.015470
0.153223,5.240264,4.892240
0.112870,5.303162,4.824594
0.436306,5.317044,4.791518
0.168964,5.444850,4.664183
0.914637,5.032943,5.035450
0.542064,5.177151,4.937610
0.884591,5.137726,4.925105
0.992986,5.012141,5.045549
0.685107,5.605103,4.415020
1.092079,5.517755,4.451300
1.060531,5.728369,4.174550
0.038056,4.258705,-5.782401
0.361770,4.259334,-5.770051
0.019175,5.000848,-5.153122
0.298221,4.563248,-5.539751
0.433334,4.785151,-5.331290
0.620640,4.866869,-5.235763
0.860235,4.637262,-5.411079
0.504945,4.495134,-5.584235
0.650481,3.926970,-5.988329
0.124593,6.384961,3.237306
0.156293,6.313008,3.387087
0.032928,6.609789,2.768520
0.531277,6.382248,3.200533
0.509178,5.961443,3.950553
0.112503,6.138198,3.686477
0.208077,6.050670,3.825574
0.386247,6.227410,3.514061
0.533556,6.066361,3.772350
0.653619,6.225318,3.488858
0.670439,5.950192,3.942285
1.183306,5.986982,3.754607
1.124260,5.871733,3.960846
0.692529,6.492772,2.937473
0.715080,6.494500,2.926785
1.249055,6.452480,2.848468
1.234669,6.486507,2.781259
0.069882,2.962960,-6.551385
0.084426,2.773428,-6.641273
0.006074,3.563140,-6.243306
0.283370,3.909111,-6.026399
0.347490,3.794941,-6.093362
0.567528,3.676985,-6.145884
0.562953,3.385623,-6.320343
0.400509,2.999511,-6.521358
0.423368,2.886396,-6.573092
0.092419,6.922650,1.794131
0.306574,6.915676,1.779853
0.200326,6.959474,1.624887
0.606746,6.930522,1.660923
0.394292,6.942285,1.655633
0.221290,7.011504,1.411730
0.126644,6.742789,2.384728
0.306953,6.611388,2.729443
0.419223,6.831915,2.093534
0.445243,6.748683,2.324081
0.849502,6.644381,2.507967
0.727377,6.577168,2.745688
1.261506,6.650645,2.320290
0.851206,6.761274,2.181588
0.800516,6.862865,1.845550
0.952449,6.870595,1.725152
0.962867,6.880618,1.679130
0.905665,6.908921,1.600272
1.010880,6.887280,1.624296
0.167196,2.073075,-6.897801
0.000475,2.105030,-6.889365
0.105498,2.116155,-6.883651
0.426314,2.646862,-6.679447
0.352136,2.292489,-6.810853
0.267467,1.742459,-6.981908
0.303307,1.528994,-7.035025
0.248414,7.129186,0.409068
0.203755,7.132763,0.380788
0.329920,7.141875,0.067299
0.464458,7.129522,0.184756
0.249336,7.054388,1.115193
0.454533,7.017828,1.294843
0.680506,7.051148,0.993309
0.244997,7.089868,0.875844
0.351452,7.092418,0.823018
0.795930,7.033786,1.004218
0.907029,7.004301,1.091668
1.257813,6.983357,0.882790
1.195486,7.004838,0.800529
0.853138,7.085854,0.377013
0.893352,7.074220,0.491958
0.798698,7.094326,0.368929
0.764898,7.114393,0.063713
0.780749,7.111729,0.070079
1.201585,7.043168,0.194795
0.107397,0.548418,7.188034
0.177113,1.250494,7.097351
0.002854,1.313310,-7.086623
0.200418,1.106204,-7.119034
0.052374,7.124098,-0.707805
0.091472,7.053799,-1.171866
0.012248,7.027300,-1.378137
0.372833,7.037131,-1.191100
0.179903,7.019943,-1.372128
0.338824,7.021428,-1.309020
0.273799,7.140903,-0.143686
0.247585,7.128422,-0.425546
0.548473,7.111536,-0.468399
0.638833,7.110988,-0.388665
0.998060,7.068777,-0.287493
0.942948,7.083883,-0.146938
0.980565,7.053604,-0.647699
1.078646,7.046373,-0.499415
1.109902,7.037037,-0.594731
0.922185,7.010747,-1.033227
0.825781,7.053410,-0.842562
1.111854,6.953236,-1.230734
1.130370,6.973390,-1.076809
0.021705,2.443245,6.766379
0.060502,2.698534,6.673088
0.194134,1.477128,7.054071
0.291834,1.751763,6.977495
0.318206,2.237558,6.832283
0.409253,2.530591,6.722079
1.605945,6.867401,-1.158135
1.921587,6.852887,-0.732582
1.681978,6.838367,-1.223953
1.628935,6.839427,-1.304554
1.586251,6.951979,-0.485420
1.469371,6.998211,-0.148451
1.399196,6.997221,-0.517640
1.914129,6.885419,-0.175628
1.893707,6.864730,-0.688649
2.076908,6.833675,-0.386000
2.093266,6.817475,-0.585688
2.147652,6.816339,-0.232144
2.415627,6.713284,-0.370766
2.696836,6.615520,-0.315921
2.193601,6.742448,-0.916773
2.109600,6.782959,-0.849866
2.466378,6.618888,-1.082935
2.292251,6.656530,-1.240668
2.686766,6.545803,-1.046076
0.507264,2.346198,6.781750
0.649886,2.142889,6.841021
0.685161,2.159257,6.831036
0.948870,2.522840,6.674231
1.822111,6.586468,-2.128564
1.462626,6.574551,-2.407183
1.744046,6.392445,-2.712099
1.531713,6.466604,-2.654821
1.660211,6.724430,-1.764098
1.619128,6.757516,-1.675168
1.539161,6.691286,-2.011735
1.502566,6.686389,-2.066609
1.924735,6.705248,-1.580380
2.443164,6.567372,-1.441366
2.020339,6.645070,-1.719992
2.200543,6.533258,-1.899276
2.222481,6.494107,-2.017822
2.197927,6.460670,-2.152096
2.228359,6.456595,-2.134030
2.438576,6.336110,-2.254106
2.283314,6.216500,-2.718612
2.019944,6.311241,-2.717242
0.792518,3.467677,6.245011
0.905605,3.868536,5.993587
1.069021,3.556747,6.152253
0.634102,2.720751,6.632191
0.831115,3.013721,6.473916
0.903789,2.649528,6.629407
1.085343,2.677170,6.587852
1.002349,3.237063,6.348156
1.344560,3.658215,6.039065
1.360681,5.955515,-3.734679
1.489252,6.110488,-3.429397
1.732043,5.882756,-3.701609
1.529564,5.873452,-3.799515
1.379159,6.308713,-3.085262
1.346002,6.400075,-2.913635
1.752408,6.218801,-3.077827
1.849215,6.300458,-2.858971
1.964617,6.123273,-3.143953
2.250116,6.127503,-2.930593
2.287754,5.964670,-3.230195
2.413188,5.923784,-3.222195
2.305100,5.923841,-3.299643
1.981511,5.927859,-3.497195
1.927500,5.857601,-3.639010
1.952808,5.627351,-3.989178
2.012379,5.610440,-3.982210
1.070084,4.453471,5.532787
1.255113,4.444693,5.499499
1.431925,4.788639,5.155578
1.403275,4.810936,5.142184
0.930481,4.204831,5.745432
0.910690,4.331700,5.657049
1.029697,4.215055,5.720000
0.913569,4.398720,5.607936
1.254784,4.110217,5.754565
1.326290,4.038469,5.787052
1.523798,3.770841,5.925661
1.524147,4.173484,5.642227
1.428402,4.469191,5.433112
1.387409,4.420506,5.487583
1.812647,4.485661,5.300749
1.734962,4.447252,5.357673
1.175409,5.255142,-4.734599
1.043784,5.137510,-4.897035
1.466209,5.190078,-4.726197
1.242050,5.018729,-4.971572
1.120004,5.529226,-4.427679
1.356775,5.612940,-4.239186
1.301434,5.506257,-4.398049
1.443639,5.366138,-4.535753
1.793057,5.375762,-4.387012
2.055145,5.565441,-4.024441
2.024059,5.331308,-4.338162
1.915684,5.338949,-4.377985
